locus_tag	old_locus_tag	gene	Name	start	end	strand	product	note	type	ID	NCBI
MSMEG_4348	MSMEG_4348		MSMEG_4348	4434329	4435885	-	hypothetical protein	thiamine-pyrophosphate requiring enzyme	gene	gene4346	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4348
MSMEG_4349	MSMEG_4349		MSMEG_4349	4435960	4437738	-	hypothetical protein		gene	gene4347	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4349
MSMEG_4350	MSMEG_4350	dapB	dapB	4437803	4438963	-	dihydrodipicolinate reductase	identified by match to protein family HMM PF01113	gene	gene4348	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4350
MSMEG_4351	MSMEG_4351		MSMEG_4351	4438978	4439736	+	oxidoreductase YjgI	identified by match to protein family HMM PF00106%3B match to protein family HMM PF01370	gene	gene4349	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4351
MSMEG_4352	MSMEG_4352		MSMEG_4352	4439737	4440798	-	hypothetical protein		gene	gene4350	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4352
MSMEG_4353	MSMEG_4353		MSMEG_4353	4440809	4441354	-	hypothetical protein		gene	gene4351	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4353
MSMEG_4354	MSMEG_4354		MSMEG_4354	4441468	4442991	+	dipeptide-binding protein of ABC transporter	identified by match to protein family HMM PF00496	gene	gene4352	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4354
MSMEG_4355	MSMEG_4355		MSMEG_4355	4442988	4443965	+	peptide ABC transporter permease	identified by match to protein family HMM PF00528	gene	gene4353	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4355
MSMEG_4356	MSMEG_4356		MSMEG_4356	4443962	4444840	+	ABC transporter	identified by match to protein family HMM PF00528	gene	gene4354	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4356
MSMEG_4357	MSMEG_4357		MSMEG_4357	4444837	4446417	+	ABC transporter ATP-binding protein	identified by match to protein family HMM PF00005	gene	gene4355	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4357
MSMEG_4358	MSMEG_4358		MSMEG_4358	4446420	4447160	+	D-beta-hydroxybutyrate dehydrogenase	identified by match to protein family HMM PF00106%3B match to protein family HMM PF01370	gene	gene4356	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4358
MSMEG_4359	MSMEG_4359		MSMEG_4359	4447171	4447407	-	hypothetical protein		gene	gene4357	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4359
MSMEG_4360	MSMEG_4360		MSMEG_4360	4447509	4448855	-	hypothetical protein		gene	gene4359	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4360
MSMEG_4361	MSMEG_4361		MSMEG_4361	4447270	4447512	+	hypothetical protein		gene	gene4358	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4361
MSMEG_4362	MSMEG_4362		MSMEG_4362	4449005	4449823	-	universal stress protein family protein	identified by match to protein family HMM PF00582	gene	gene4360	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4362
MSMEG_4363	MSMEG_4363		MSMEG_4363	4450008	4450634	-	hypothetical protein	identified by match to protein family HMM PF07366	gene	gene4361	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4363
MSMEG_4364	MSMEG_4364		MSMEG_4364	4450749	4450883	-	hypothetical protein		gene	gene4362	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4364
MSMEG_4365	MSMEG_4365		MSMEG_4365	4450873	4453014	+	hypothetical protein		gene	gene4363	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4365
MSMEG_4366	MSMEG_4366		MSMEG_4366	4453016	4454593	-	serine/threonine protein kinase	identified by match to protein family HMM PF00069	gene	gene4364	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4366
MSMEG_4367	MSMEG_4367		MSMEG_4367	4454720	4455976	-	formamidase	identified by match to protein family HMM PF03069	gene	gene4365	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4367
MSMEG_4368	MSMEG_4368		MSMEG_4368	4455998	4456285	-	regulatory protein%2C FmdB family protein	identified by match to protein family HMM TIGR02605	gene	gene4367	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4368
MSMEG_4369	MSMEG_4369		MSMEG_4369	4455986	4456396	+	hypothetical protein		gene	gene4366	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4369
MSMEG_4370	MSMEG_4370		MSMEG_4370	4456431	4457708	-	regulatory protein	identified by match to protein family HMM PF07905	gene	gene4368	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4370
MSMEG_4371	MSMEG_4371		MSMEG_4371	4457769	4458716	-	vanillate O-demethylase	identified by match to protein family HMM PF00111%3B match to protein family HMM PF00175%3B match to protein family HMM PF00970	gene	gene4369	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4371
MSMEG_4372	MSMEG_4372		MSMEG_4372	4458713	4459807	-	capreomycidine hydroxylase	identified by match to protein family HMM PF00355	gene	gene4370	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4372
MSMEG_4373	MSMEG_4373		MSMEG_4373	4459820	4460713	-	polysaccharide deacetylase	identified by match to protein family HMM PF01522	gene	gene4371	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4373
MSMEG_4374	MSMEG_4374	speB	speB	4460713	4461672	-	agmatinase	identified by match to protein family HMM PF00491%3B match to protein family HMM TIGR01230	gene	gene4372	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4374
MSMEG_4375	MSMEG_4375		MSMEG_4375	4461684	4462337	-	3-oxoacyl-ACP reductase	identified by match to protein family HMM PF00106	gene	gene4373	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4375
MSMEG_4376	MSMEG_4376		MSMEG_4376	4462339	4463046	-	3-oxoacyl-ACP reductase	identified by match to protein family HMM PF00106%3B match to protein family HMM PF01370	gene	gene4374	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4376
MSMEG_4377	MSMEG_4377		MSMEG_4377	4463043	4464521	-	amino acid permease	identified by match to protein family HMM PF00324	gene	gene4375	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4377
MSMEG_4378	MSMEG_4378		MSMEG_4378	4464829	4465473	+	two-component system response regulator	identified by match to protein family HMM PF00072%3B match to protein family HMM PF00196	gene	gene4376	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4378
MSMEG_4379	MSMEG_4379		MSMEG_4379	4465578	4466222	+	isochorismatase hydrolase	identified by match to protein family HMM PF00857	gene	gene4377	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4379
MSMEG_4380	MSMEG_4380		MSMEG_4380	4466375	4468300	+	ABC transporter permease	identified by match to protein family HMM PF00005%3B match to protein family HMM PF06472	gene	gene4378	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4380
MSMEG_4381	MSMEG_4381		MSMEG_4381	4468358	4469371	+	amidase	identified by match to protein family HMM PF03069	gene	gene4379	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4381
MSMEG_4382	MSMEG_4382		MSMEG_4382	4469384	4470145	+	dehydrogenase/reductase SDR family protein member 10	identified by match to protein family HMM PF00106%3B match to protein family HMM PF01370	gene	gene4380	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4382
MSMEG_4383	MSMEG_4383		MSMEG_4383	4470276	4473152	+	MmpL5 protein	identified by match to protein family HMM PF03176%3B match to protein family HMM TIGR00833	gene	gene4381	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4383
MSMEG_4384	MSMEG_4384		MSMEG_4384	4473309	4475720	+	penicillin binding protein transpeptidase domain-containing protein	identified by match to protein family HMM PF00905%3B match to protein family HMM PF00912%3B match to protein family HMM PF03793	gene	gene4382	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4384
MSMEG_4385	MSMEG_4385		MSMEG_4385	4475954	4477612	+	peptide ABC transporter	identified by match to protein family HMM PF00496	gene	gene4383	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4385
MSMEG_4386	MSMEG_4386		MSMEG_4386	4477609	4478577	+	ABC transporter permease	identified by match to protein family HMM PF00528	gene	gene4384	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4386
MSMEG_4387	MSMEG_4387		MSMEG_4387	4478574	4479428	+	ABC transporter permease	identified by match to protein family HMM PF00528	gene	gene4385	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4387
MSMEG_4388	MSMEG_4388		MSMEG_4388	4479425	4481053	+	ABC transporter ATP-binding protein	identified by match to protein family HMM PF00005	gene	gene4386	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4388
MSMEG_4389	MSMEG_4389		MSMEG_4389	4481050	4482420	+	monooxygenase%2C NtaA/SnaA/SoxA family protein		gene	gene4387	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4389
MSMEG_4390	MSMEG_4390		MSMEG_4390	4483625	4484047	-	hypothetical protein		gene	gene4389	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4390
MSMEG_4391	MSMEG_4391		MSMEG_4391	4482417	4483634	+	acyl-CoA dehydrogenase	identified by match to protein family HMM PF08028	gene	gene4388	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4391
MSMEG_4392	MSMEG_4392		MSMEG_4392	4483869	4485146	+	organophopsphate acid anhydrase	identified by match to protein family HMM PF01979	gene	gene4390	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4392
MSMEG_4393	MSMEG_4393		MSMEG_4393	4485158	4486039	+	carboxyvinyl-carboxyphosphonate phosphorylmutase		gene	gene4391	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4393
MSMEG_4394	MSMEG_4394		MSMEG_4394	4486041	4486934	-	LysR family transcriptional regulator	identified by match to protein family HMM PF00126	gene	gene4392	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4394
MSMEG_4395	MSMEG_4395		MSMEG_4395	4487077	4487268	+	excalibur domain-containing protein	identified by match to protein family HMM PF05901	gene	gene4393	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4395
MSMEG_4396	MSMEG_4396		MSMEG_4396	4487275	4488018	-	isochorismatase hydrolase	identified by match to protein family HMM PF00857	gene	gene4394	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4396
MSMEG_4397	MSMEG_4397		MSMEG_4397	4488131	4488526	-	MerR family transcriptional regulator	identified by match to protein family HMM PF00376	gene	gene4395	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4397
MSMEG_4398	MSMEG_4398		MSMEG_4398	4488622	4489575	+	hypothetical protein	identified by match to protein family HMM PF00296	gene	gene4396	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4398
MSMEG_4399	MSMEG_4399		MSMEG_4399	4489599	4489976	+	hypothetical protein		gene	gene4397	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4399
MSMEG_4400	MSMEG_4400		MSMEG_4400	4489984	4491054	-	alcohol dehydrogenase	identified by match to protein family HMM PF00107	gene	gene4398	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4400
MSMEG_4401	MSMEG_4401		MSMEG_4401	4491063	4491788	-	phosphonoacetaldehyde hydrolase	identified by match to protein family HMM PF00702	gene	gene4399	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4401
MSMEG_4402	MSMEG_4402		MSMEG_4402	4492467	4493168	+	IS1096%2C tnpR protein	identified by similarity to GP:150004%3B match to protein family HMM PF07929	gene	gene4400	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4402
MSMEG_4403	MSMEG_4403		MSMEG_4403	4493176	4494498	-	IS1096%2C tnpA protein	identified by similarity to GP:150005%3B match to protein family HMM PF01610	gene	gene4401	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4403
MSMEG_4404	MSMEG_4404		MSMEG_4404	4494217	4494771	+	hypothetical protein		gene	gene4402	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4404
MSMEG_4405	MSMEG_4405		MSMEG_4405	4495047	4495622	-	ECF sigma factor RpoE1	identified by match to protein family HMM PF04542%3B match to protein family HMM PF04545%3B match to protein family HMM TIGR02937	gene	gene4403	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4405
MSMEG_4406	MSMEG_4406		MSMEG_4406	4495727	4496029	-	UsfY protein		gene	gene4404	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4406
MSMEG_4407	MSMEG_4407		MSMEG_4407	4496063	4496482	-	hypothetical protein		gene	gene4405	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4407
MSMEG_4408	MSMEG_4408		MSMEG_4408	4496500	4497018	-	integral membrane protein	identified by match to protein family HMM PF04224	gene	gene4406	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4408
MSMEG_4409	MSMEG_4409		MSMEG_4409	4497153	4497278	+	hypothetical protein		gene	gene4407	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4409
MSMEG_4410	MSMEG_4410		MSMEG_4410	4497433	4497702	-	hypothetical protein		gene	gene4408	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4410
MSMEG_4411	MSMEG_4411		MSMEG_4411	4497720	4498460	-	oxidoreductase FAD-binding region	identified by match to protein family HMM PF00175%3B match to protein family HMM PF00970	gene	gene4409	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4411
MSMEG_4412	MSMEG_4412		MSMEG_4412	4498464	4499063	-	oxidoreductase%2C molybdopterin binding	identified by match to protein family HMM PF00174	gene	gene4410	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4412
MSMEG_4413	MSMEG_4413		MSMEG_4413	4499073	4499372	-	hypothetical protein		gene	gene4411	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4413
MSMEG_4414	MSMEG_4414		MSMEG_4414	4499356	4499895	-	hypothetical protein		gene	gene4412	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4414
MSMEG_4415	MSMEG_4415	tal	tal	4499892	4501004	-	transaldolase	catalyzes the reversible formation of D-erythrose 4-phosphate and D-fructose 6-phosphate from sedoheptulose 7-phosphate and D-glyceraldehyde 3-phosphate	gene	gene4413	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4415
MSMEG_4416	MSMEG_4416		MSMEG_4416	4501001	4501126	-	hypothetical protein		gene	gene4414	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4416
MSMEG_4417	MSMEG_4417	msrA	msrA	4501152	4501721	-	methionine sulfoxide reductase A	this stereospecific enzymes reduces the S isomer of methionine sulfoxide while MsrB reduces the R form%3B provides protection against oxidative stress	gene	gene4415	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4417
MSMEG_4418	MSMEG_4418	msrB	msrB	4501718	4502212	-	methionine-R-sulfoxide reductase	identified by match to protein family HMM PF01641%3B match to protein family HMM TIGR00357	gene	gene4416	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4418
MSMEG_4419	MSMEG_4419		MSMEG_4419	4502235	4503035	-	glucose-1-dehydrogenase	identified by match to protein family HMM PF00106	gene	gene4417	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4419
MSMEG_4420	MSMEG_4420		MSMEG_4420	4503248	4503682	+	cupin	identified by match to protein family HMM PF07883	gene	gene4418	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4420
MSMEG_4421	MSMEG_4421		MSMEG_4421	4503695	4504246	+	hypothetical protein		gene	gene4419	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4421
MSMEG_4422	MSMEG_4422		MSMEG_4422	4504237	4505727	+	oxidoreductase	identified by match to protein family HMM PF00070%3B match to protein family HMM PF01134%3B match to protein family HMM PF01266%3B match to protein family HMM PF02852%3B match to protein family HMM PF07992	gene	gene4420	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4422
MSMEG_4423	MSMEG_4423		MSMEG_4423	4505724	4506692	+	oxidoreductase		gene	gene4421	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4423
MSMEG_4424	MSMEG_4424		MSMEG_4424	4506742	4507137	+	endoribonuclease L-PSP	identified by match to protein family HMM PF01042	gene	gene4422	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4424
MSMEG_4425	MSMEG_4425		MSMEG_4425	4507134	4507535	+	oxidoreductase		gene	gene4423	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4425
MSMEG_4426	MSMEG_4426		MSMEG_4426	4508963	4509754	-	hypothetical protein	identified by match to protein family HMM PF01073%3B match to protein family HMM PF01370%3B match to protein family HMM PF04321%3B match to protein family HMM PF05368	gene	gene4425	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4426
MSMEG_4427	MSMEG_4427		MSMEG_4427	4507529	4508977	+	transmembrane efflux pump	identified by match to protein family HMM PF07690	gene	gene4424	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4427
MSMEG_4428	MSMEG_4428		MSMEG_4428	4509784	4510221	-	hypothetical protein		gene	gene4426	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4428
MSMEG_4429	MSMEG_4429		MSMEG_4429	4510350	4510757	-	hypothetical protein		gene	gene4427	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4429
MSMEG_4430	MSMEG_4430		MSMEG_4430	4510896	4513175	-	transcriptional regulator	identified by match to protein family HMM PF00196%3B match to protein family HMM PF07719%3B match to protein family HMM PF07721	gene	gene4428	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4430
MSMEG_4431	MSMEG_4431		MSMEG_4431	4513754	4516585	-	regulatory protein	identified by match to protein family HMM PF00196	gene	gene4429	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4431
MSMEG_4432	MSMEG_4432		MSMEG_4432	4516598	4516756	-	hypothetical protein		gene	gene4430	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4432
MSMEG_4433	MSMEG_4433		MSMEG_4433	4516806	4518224	+	dehydrogenase	identified by match to protein family HMM PF00070%3B match to protein family HMM PF07992	gene	gene4431	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4433
MSMEG_4434	MSMEG_4434		MSMEG_4434	4518221	4519033	+	Cof protein	identified by match to protein family HMM PF00702%3B match to protein family HMM PF05116%3B match to protein family HMM TIGR00099%3B match to protein family HMM TIGR01484	gene	gene4432	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4434
MSMEG_4435	MSMEG_4435		MSMEG_4435	4519067	4519702	-	dimethylmenaquinone methyltransferase		gene	gene4433	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4435
MSMEG_4436	MSMEG_4436		MSMEG_4436	4519702	4521636	-	transketolase	catalyzes the formation of ribose 5-phosphate and xylulose 5-phosphate from sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate%3B can transfer ketol groups between several groups%3B in Escherichia coli there are two tkt genes%2C tktA expressed during exponential growth and the tktB during stationary phase	gene	gene4434	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4436
MSMEG_4437	MSMEG_4437	ctaD	ctaD	4521629	4523380	-	cytochrome C oxidase subunit I	identified by match to protein family HMM PF00115%3B match to protein family HMM TIGR02891	gene	gene4435	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4437
MSMEG_4438	MSMEG_4438		MSMEG_4438	4523377	4523499	-	hypothetical protein		gene	gene4436	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4438
MSMEG_4439	MSMEG_4439		MSMEG_4439	4523543	4524148	-	acetyltransferase	identified by match to protein family HMM PF00583	gene	gene4437	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4439
MSMEG_4440	MSMEG_4440		MSMEG_4440	4524154	4524924	-	glucose-1-dehydrogenase	identified by match to protein family HMM PF00106	gene	gene4438	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4440
MSMEG_4441	MSMEG_4441		MSMEG_4441	4524954	4525862	-	cupin	identified by match to protein family HMM PF07883	gene	gene4439	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4441
MSMEG_4442	MSMEG_4442		MSMEG_4442	4525892	4526812	-	zinc-binding oxidoreductase	identified by match to protein family HMM PF00107	gene	gene4441	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4442
MSMEG_4443	MSMEG_4443		MSMEG_4443	4526809	4527093	-	hypothetical protein		gene	gene4442	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4443
MSMEG_4444	MSMEG_4444		MSMEG_4444	4525862	4526827	+	hypothetical protein		gene	gene4440	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4444
MSMEG_4445	MSMEG_4445		MSMEG_4445	4527220	4527378	-	hypothetical protein		gene	gene4443	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4445
MSMEG_4446	MSMEG_4446	lpdA	lpdA	4527310	4528722	+		dihydrolipoamide dehydrogenase%3B this gene contains a premature stop which is not the result of sequencing error%3B identified by match to protein family HMM PF00070%3B match to protein family HMM PF02852%3B match to protein family HMM PF07992%3B match to protein family HMM TIGR01350	gene	gene4444	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4446
MSMEG_4447	MSMEG_4447		MSMEG_4447	4528883	4529092	+	hypothetical protein		gene	gene4445	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4447
MSMEG_4448	MSMEG_4448		MSMEG_4448	4529095	4529424	+	transcriptional modulator of MazE	identified by match to protein family HMM PF02452	gene	gene4446	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4448
MSMEG_4449	MSMEG_4449		MSMEG_4449	4529467	4530054	-	transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene4447	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4449
MSMEG_4450	MSMEG_4450		MSMEG_4450	4530136	4531071	+	alpha/beta hydrolase		gene	gene4448	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4450
MSMEG_4451	MSMEG_4451		MSMEG_4451	4531068	4532780	+	monooxygenase		gene	gene4449	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4451
MSMEG_4452	MSMEG_4452		MSMEG_4452	4532821	4532894	-	tRNA-Met		tRNA	gene4450	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4452
MSMEG_4453	MSMEG_4453		MSMEG_4453	4533018	4533377	+	hypothetical protein		gene	gene4451	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4453
